,community,Total population,female_total,white_total,Black or African American total,Asian total,Hispanic or Latino Origin total,poverty total,population below 35 years old total,unemployment total for people over 16 years old,people over 16 years old total,school enrollment total for population over 3 years old,population over 3 years old total,Family Income Last Year,longitude,latitude,female_ratio,white_ratio,Black or African American ratio,Asian ratio,Hispanic or Latino Origin ratio,poverty ratio,population below 35 years old ratio,unemploymen ratio,school enrollment ratio
0,Bayview Hunters Point,37917,19714,4520,9952,14813,8889,6717,4731,1415,19951,9700,36483,390.57142857142856,-122.38953722380951,37.729914328571425,0.5199250995595643,0.11920774322863095,0.26246802225914495,0.39066909301896247,0.23443310388480101,0.1771500909882111,0.12477252947226837,0.07092376321988873,0.2658772579009402
1,Bernal Heights,25167,12162,14331,1042,4471,6613,1473,2511,486,15677,4647,24256,289.2631578947368,-122.41622728421054,37.740593757894736,0.48325187745857673,0.5694361664083919,0.04140342512019708,0.17765327611554813,0.26276473159295904,0.058529026105614494,0.09977351293360352,0.03100082924028832,0.19158146437994722
2,Castro/Upper Market,22502,8607,16468,760,3270,1807,1275,1140,574,16482,2699,21899,221.5,-122.43543855,37.762044644444444,0.38249933339258735,0.7318460581281664,0.0337747755755044,0.1453204159630255,0.08030397298017954,0.05666163007732646,0.0506621633632566,0.03482587064676617,0.12324763687839628
3,Chinatown,14438,7453,1748,19,12047,440,3425,864,513,7370,2023,14055,361.2,-122.40806675000002,37.79639096,0.5162072309184097,0.12106940019393268,0.0013159717412383988,0.8343953456157363,0.030475135060257653,0.23722122177586924,0.05984208339105139,0.06960651289009498,0.143934542867307
4,Excelsior,39879,19890,9432,879,19937,12746,3448,3987,880,22114,8929,38875,426.25,-122.43187925499998,37.71916948,0.49875874520424285,0.23651545926427442,0.02204167607011209,0.49993731036385064,0.3196168409438552,0.08646154617718599,0.09997743173098624,0.03979379578547526,0.22968488745980709
5,Financial District/South Beach,21537,10028,10370,617,8822,1529,1981,781,632,15347,2142,20757,421.1,-122.39549148,37.789998329999996,0.4656173097460185,0.481496958722199,0.028648372568138552,0.4096206528300135,0.07099410317128663,0.09198124158425036,0.036263175001160795,0.04118068677917508,0.10319410319410319
6,Glen Park,8651,4247,5571,614,1463,1042,593,869,200,5040,1967,8213,287.85714285714283,-122.43277588571428,37.73835941428571,0.4909259045197087,0.6439717951681887,0.07097445382036759,0.16911339729511038,0.12044850306322968,0.06854698878742342,0.10045081493468963,0.03968253968253968,0.23949835626445878
7,Golden Gate Park,63,25,58,0,5,0,0,0,0,59,8,63,0.0,-122.4920873,37.7684025,0.3968253968253968,0.9206349206349206,0.0,0.07936507936507936,0.0,0.0,0.0,0.0,0.12698412698412698
8,Haight Ashbury,19275,9218,14839,886,2087,1453,1208,1211,406,14506,2834,18626,252.42857142857142,-122.44469993571428,37.76842690714285,0.4782360570687419,0.7698573281452659,0.0459662775616083,0.10827496757457847,0.07538261997405966,0.06267185473411155,0.06282749675745784,0.02798841858541293,0.152152904542038
9,Hayes Valley,19711,8537,12855,1350,3064,2644,1662,850,357,15110,1983,19014,207.57142857142858,-122.42816185000001,37.77452754285714,0.4331084166201613,0.6521739130434783,0.06848967581553447,0.1554461975546649,0.13413829841205419,0.08431840089290243,0.043123129217188375,0.023626737260092654,0.10429157462922058
10,Inner Richmond,22572,12367,11907,424,8460,1833,1927,1850,623,14732,3998,21894,283.5,-122.46538501250001,37.78088019375,0.5478911926280348,0.527511961722488,0.018784334573808258,0.3748006379585327,0.08120680489101542,0.085371256423888,0.08195995038100301,0.042288894922617434,0.18260710696994611
11,Inner Sunset,29539,15086,15633,731,10316,2570,2268,2375,634,18833,6418,28657,301.15,-122.466094825,37.75968593,0.510714648430888,0.5292325400318223,0.024746944717153593,0.34923321710281324,0.08700362232980129,0.07677985036731101,0.08040218016859067,0.033664312642701644,0.22395924207000034
12,Japantown,3551,1916,1878,58,1163,329,372,48,33,2037,190,3485,171.66666666666666,-122.4344857,37.78504563333333,0.5395663193466629,0.5288651084201633,0.016333427203604617,0.32751337651365814,0.09264995775837792,0.10475922275415377,0.013517319065052097,0.016200294550810016,0.054519368723098996
13,Lakeshore,14801,7977,6293,1026,4107,3420,3360,3490,1200,9018,7953,14621,274.85714285714283,-122.4813814,37.71988985714285,0.5389500709411527,0.4251739747314371,0.0693196405648267,0.2774812512668063,0.23106546854942234,0.22701168839943248,0.23579487872441052,0.1330671989354624,0.5439436427056973
14,Lincoln Park,312,71,146,50,105,11,0,7,0,65,19,312,31.0,-122.5019092,37.785046,0.22756410256410256,0.46794871794871795,0.16025641025641027,0.33653846153846156,0.035256410256410256,0.0,0.022435897435897436,0.0,0.060897435897435896
15,Lone Mountain/USF,17677,9629,10301,931,4048,2071,1384,2669,767,11006,4898,17228,244.27272727272728,-122.44997382727273,37.77688602727273,0.5447191265486225,0.5827346269163319,0.05266730780109747,0.22899813316739265,0.11715788878203315,0.07829382813825875,0.15098715845448887,0.06968926040341632,0.2843046203854191
16,Marina,25375,13072,21225,197,2686,1809,1103,1236,500,18974,2391,24428,221.31578947368422,-122.43564627894736,37.80049548947369,0.5151527093596059,0.8364532019704434,0.007763546798029557,0.10585221674876848,0.07129064039408867,0.043467980295566505,0.04870935960591133,0.02635184989986297,0.09787948256099557
17,McLaren Park,507,297,28,114,258,101,224,42,20,145,137,484,113.0,-122.4193463,37.7162081,0.5857988165680473,0.055226824457593686,0.22485207100591717,0.5088757396449705,0.1992110453648915,0.4418145956607495,0.08284023668639054,0.13793103448275862,0.2830578512396694
18,Mission,58770,26624,31176,2300,8789,20962,6619,3973,1556,40693,8893,56862,243.8,-122.41640735749999,37.7578453825,0.4530202484260677,0.5304747320061256,0.039135613408201465,0.14954908967160116,0.35667857750553006,0.1126254891951676,0.0676025182916454,0.03823753471112968,0.1563961872603848
19,Mission Bay,13222,6866,5892,326,5931,1666,1125,1301,163,8925,2329,12651,1060.6666666666667,-122.3934395,37.7739854,0.5192860384208138,0.445620934805627,0.024655876569354106,0.4485705642111632,0.12600211768265013,0.08508546362123733,0.09839661170775979,0.018263305322128852,0.1840961188838827
20,Nob Hill,26445,12975,14385,982,8750,2825,3265,1190,959,18793,4112,25994,241.11764705882354,-122.41451374117648,37.79156495294118,0.4906409529211571,0.5439591605218378,0.03713367366231802,0.3308754017772736,0.10682548685951976,0.12346379277746265,0.04499905464170921,0.051029638695258873,0.1581903516196045
21,Noe Valley,23407,11230,17138,477,3331,2702,1032,1753,612,15688,3627,22461,276.3157894736842,-122.43184596842104,37.74943494210526,0.4797710086726193,0.7321741359422395,0.02037851924637929,0.14230785662408682,0.1154355534669116,0.04408937497329859,0.07489212628700816,0.039010708822029574,0.16147989849071726
22,North Beach,11854,5762,6074,309,4468,966,1438,617,397,7555,1693,11687,278.0,-122.40792218888889,37.802285366666666,0.48608064788257127,0.5124008773409819,0.026067150329002867,0.3769191833980091,0.08149147966930993,0.12130926269613633,0.05204994094820314,0.05254798146922568,0.14486181227004363
23,Oceanview/Merced/Ingleside,27530,13689,5085,2928,15962,4110,2628,2435,689,15729,6504,26996,321.70588235294116,-122.46047085294119,37.7177796,0.49723937522702505,0.18470759171812567,0.1063567017798765,0.5798038503450781,0.1492916818016709,0.09545949872865965,0.08844896476571014,0.043804437662915634,0.24092458141946954
24,Outer Mission,25042,12602,5739,382,13812,7159,1671,2101,768,15192,5016,24473,335.46666666666664,-122.44388817333333,37.72010300666667,0.5032345659292389,0.22917498602348055,0.015254372653941379,0.5515533903042888,0.2858797220669276,0.06672789713281686,0.08389904959667759,0.05055292259083728,0.2049605687900952
25,Outer Richmond,45921,23527,20470,910,20275,3004,4273,3945,990,27510,9033,44384,313.53125,-122.489356409375,37.778323078125,0.5123364038239585,0.4457655538860216,0.01981664162365802,0.44151913068095205,0.06541669388732824,0.09305110951416563,0.08590840791794604,0.03598691384950927,0.20351928622927182
26,Pacific Heights,24279,12582,17172,768,4586,1966,1426,1616,585,16305,2931,23329,266.6470588235294,-122.43372701764707,37.79080838235294,0.5182256270851353,0.7072778944767083,0.03163227480538737,0.1888875159602949,0.08097532847316612,0.058733885250628115,0.06655957823633593,0.035878564857405704,0.12563761841484847
27,Portola,16331,8164,3241,771,8968,3951,1367,1384,444,9178,3215,15849,325.27272727272725,-122.40793205454544,37.72608988181818,0.4999081501438981,0.19845692241748822,0.04721082603637254,0.5491396730145123,0.2419325209723838,0.08370583552752434,0.08474680056334578,0.04837655262584441,0.20285191494731528
28,Potrero Hill,15161,7244,8460,858,3202,2224,1648,1344,255,10082,2775,14607,377.1111111111111,-122.39592097777778,37.75889331111111,0.4778048941362707,0.5580106853109953,0.05659257304927116,0.21119978893212848,0.14669217070114107,0.1086999538289031,0.08864850603522195,0.02529260067446935,0.1899774080920107
29,Presidio,4226,2282,3115,89,355,588,151,611,57,2874,1156,4073,737.0,-122.4800595,37.7992199,0.5399905347846663,0.7371036441079034,0.02106010411736867,0.08400378608613346,0.13913866540463796,0.035731187884524375,0.14458116422148604,0.019832985386221295,0.2838202798919715
30,Presidio Heights,10585,5443,7545,112,2001,653,776,1026,315,6647,1492,10070,226.2,-122.45111809,37.78659303,0.5142182333490789,0.7128011336797355,0.010581010864430798,0.18904109589041096,0.06169107227208313,0.0733112895606991,0.09692961738308928,0.047389799909733715,0.14816285998013903
31,Russian Hill,18139,9133,12213,260,4942,1053,1126,525,238,12989,1563,17901,293.75,-122.41948402499999,37.79960969166667,0.5035007442527152,0.6733006229670875,0.014333755995369095,0.27245162357351566,0.05805171178124483,0.06207618942609846,0.028943161144495286,0.01832319655092771,0.0873135579017932
32,Seacliff,2507,1213,1801,0,462,104,63,333,41,1142,716,2412,230.33333333333334,-122.48562646666666,37.78687596666666,0.48384523334662943,0.7183885121659354,0.0,0.18428400478659754,0.04148384523334663,0.02512963701635421,0.13282808137215796,0.03590192644483362,0.296849087893864
33,South of Market,24058,9799,8739,2151,9440,4037,5304,1100,426,14677,3564,23759,377.90909090909093,-122.40702759999999,37.778601836363634,0.40730734059356555,0.3632471527142738,0.0894089284229778,0.392385069415579,0.1678028098761327,0.22046720425638042,0.04572283647851027,0.02902500511003611,0.1500063133970285
34,Sunset/Parkside,82682,41996,28799,1318,44383,6187,5896,7301,1864,47553,17851,80498,300.48387096774195,-122.49294281290322,37.750123985483874,0.5079219177088121,0.3483103940398152,0.015940591664449336,0.5367915628552768,0.07482886238842795,0.07130935391016183,0.08830216975883505,0.039198368136605474,0.2217570622872618
35,Tenderloin,29927,12866,12146,2919,8720,7217,7112,1767,1174,16769,4822,29321,258.5,-122.41453996875,37.78403444375,0.42991278778360675,0.40585424533030373,0.09753734086276607,0.2913756808233368,0.2411534734520667,0.23764493601096,0.0590436729374812,0.07001013775418928,0.1644555097029433
36,Twin Peaks,7794,2981,5071,268,1556,1082,401,342,99,4559,1132,7655,296.0,-122.44968868000001,37.75241328,0.38247369771619194,0.6506286887349243,0.034385424685655634,0.19964074929432898,0.1388247369771619,0.05144983320502951,0.04387990762124711,0.021715288440447466,0.14787720444154148
37,Visitacion Valley,19330,9724,2360,2244,10412,4660,2775,2474,678,10227,4941,18728,331.4166666666667,-122.41134054999999,37.71277498333333,0.503052250387998,0.12209001551991723,0.11608898085876876,0.5386445938954992,0.24107604759441284,0.14355923435075013,0.12798758406621832,0.06629510120269874,0.26382956001708674
38,West of Twin Peaks,38662,19522,20936,949,13057,4006,1465,4183,585,21549,8822,37425,333.03225806451616,-122.46063396129031,37.735808258064516,0.5049402514096529,0.5415136309554601,0.024546065904505716,0.3377217940096219,0.1036159536495784,0.037892504267756456,0.10819409239046092,0.027147431435333425,0.2357247828991316
39,Western Addition,22607,10862,9674,3900,6174,2102,3598,1173,620,13633,3127,22066,292.2142857142857,-122.4309946642857,37.78165991428572,0.48047065068341666,0.42792055558013004,0.1725129384703853,0.27310125182465605,0.09298005042685893,0.15915424426062724,0.05188658380147742,0.0454778845448544,0.14171122994652408
